Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"5101","'014","Eastern Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.66","E",,,,,,
"5101","'014","Eastern Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.26","E",,,,,,
"5101","'014","Eastern Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.36","E",,,,,,
"5101","'014","Eastern Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"5101","'014","Eastern Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.4","E",,,,,,
"5101","'014","Eastern Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.23","E",,,,,,
"5101","'014","Eastern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","73.9","E","72.5","E","72.4","E","73.4","E","73.8","E","73.9","E","73.2","E","73","E"
"5101","'014","Eastern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","73.6","E","72.4","E","72.2","E","73.2","E","73.5","E","73.7","E",,,,
"5101","'014","Eastern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","307.7","E","309.7","E","318","E","331.4","E","341.9","E","351.1","E","357.1","E","365.5","E"
"5101","'014","Eastern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","306.4","E","309.6","E","317.2","E","330.2","E","340.5","E","350.1","E",,,,
"5102","'017","Middle Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.12","E","3.14","E","3.25","E","3.4","E","3.64","E","4.02","E","4.24","E","4.39","E"
"5102","'017","Middle Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.75","E",,,,,,
"5102","'017","Middle Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.27","E",,,,,,
"5102","'017","Middle Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.36","E",,,,,,
"5102","'017","Middle Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.73","E",,,,,,
"5102","'017","Middle Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.36","E",,,,,,
"5102","'017","Middle Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.16","E",,,,,,
"5102","'017","Middle Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","78.2","E","77.2","E","76.6","E","78.2","E","78.2","E","78.2","E","78.1","E","78","E"
"5102","'017","Middle Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","78.4","E","77.9","E","77.7","E","78.8","E","78.9","E","78.9","E",,,,
"5102","'017","Middle Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","133.8","E","136.4","E","139.6","E","146.9","E","151.6","E","156.1","E","161","E","166.1","E"
"5102","'017","Middle Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","134.2","E","137.7","E","141.6","E","148.1","E","152.9","E","157.6","E",,,,
"5103","'015","Northern Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.36","E","3.43","E","3.46","E","3.44","E","3.65","E","3.99","E","4.51","E","4.76","E"
"5103","'015","Northern Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.5","E",,,,,,
"5103","'015","Northern Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.18","E",,,,,,
"5103","'015","Northern Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"5103","'015","Northern Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.59","E",,,,,,
"5103","'015","Northern Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.7","E",,,,,,
"5103","'015","Northern Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"5103","'015","Northern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","37.3","E","38.6","E","37.6","E","36.6","E","32.6","E","31.9","E","39.4","E","41.3","E"
"5103","'015","Northern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","37.2","E","38.4","E","37.4","E","36.1","E","32","E","31.7","E",,,,
"5103","'015","Northern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","90.5","E","95.5","E","94.6","E","93.7","E","84.9","E","84.5","E","105.9","E","112.4","E"
"5103","'015","Northern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","90.1","E","95.1","E","94.2","E","92.5","E","83.4","E","83.9","E",,,,
"429","'746","Northern Africa (excluding Sudan)","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","35.4","E","35.8","E","33","E","31.4","E","29.7","E","31.2","E",,,,
"429","'746","Northern Africa (excluding Sudan)","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","70.7","E","72.8","E","68.1","E","65.8","E","63.2","E","67.3","E",,,,
"5104","'018","Southern Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.24","E","3.23","E","3.28","E","3.43","E","3.64","E","3.96","E","4.27","E","4.44","E"
"5104","'018","Southern Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.58","E",,,,,,
"5104","'018","Southern Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.17","E",,,,,,
"5104","'018","Southern Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.37","E",,,,,,
"5104","'018","Southern Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.79","E",,,,,,
"5104","'018","Southern Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.53","E",,,,,,
"5104","'018","Southern Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"5104","'018","Southern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","61.2","E","60.7","E","60.7","E","62.4","E","61.6","E","61.4","E","62","E","62","E"
"5104","'018","Southern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","61.4","E","60.9","E","60.9","E","62.6","E","61.7","E","61.5","E",,,,
"5104","'018","Southern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","40.2","E","40.6","E","41.2","E","43.1","E","43.2","E","43.7","E","44.8","E","45.3","E"
"5104","'018","Southern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","40.4","E","40.7","E","41.4","E","43.2","E","43.3","E","43.8","E",,,,
"5105","'011","Western Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.95","E","3","E","3.06","E","3.19","E","3.39","E","3.77","E","4.01","E","4.21","E"
"5105","'011","Western Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"5105","'011","Western Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.2","E",,,,,,
"5105","'011","Western Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.32","E",,,,,,
"5105","'011","Western Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.61","E",,,,,,
"5105","'011","Western Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.43","E",,,,,,
"5105","'011","Western Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5105","'011","Western Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","68.4","E","67.2","E","66.5","E","68.5","E","68.9","E","69.3","E","69.7","E","70","E"
"5105","'011","Western Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","68.3","E","67.2","E","66.5","E","68.4","E","68.8","E","69.3","E",,,,
"5105","'011","Western Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","265.1","E","267","E","270.5","E","285","E","293.4","E","302.3","E","310.8","E","319.6","E"
"5105","'011","Western Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","264.5","E","267","E","270.6","E","284.6","E","293","E","301.9","E",,,,
"420","'202","Sub-Saharan Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.07","E","3.1","E","3.18","E","3.31","E","3.51","E","3.88","E","4.15","E","4.37","E"
"420","'202","Sub-Saharan Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"420","'202","Sub-Saharan Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.23","E",,,,,,
"420","'202","Sub-Saharan Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.35","E",,,,,,
"420","'202","Sub-Saharan Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"420","'202","Sub-Saharan Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.42","E",,,,,,
"420","'202","Sub-Saharan Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"420","'202","Sub-Saharan Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","71.8","E","70.6","E","70.2","E","71.7","E","72","E","72.2","E","72.1","E","72.1","E"
"420","'202","Sub-Saharan Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","71.6","E","70.7","E","70.3","E","71.7","E","71.9","E","72.2","E",,,,
"420","'202","Sub-Saharan Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","746.7","E","753.6","E","769.3","E","806.4","E","830.2","E","853.2","E","873.7","E","896.5","E"
"420","'202","Sub-Saharan Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","745.4","E","754.9","E","770.8","E","806.2","E","829.8","E","853.5","E",,,,
"5203","'021","Northern America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.71","E","2.75","E","2.84","E","2.98","E","3.14","E","3.5","E","3.75","E","3.85","E"
"5203","'021","Northern America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"5203","'021","Northern America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.81","E",,,,,,
"5203","'021","Northern America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.27","E",,,,,,
"5203","'021","Northern America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.9","E",,,,,,
"5203","'021","Northern America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"5203","'021","Northern America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.1","E",,,,,,
"5203","'021","Northern America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","4.8","E","4.5","E","4.1","E","3.2","E","2.5","E","4.5","E","4.6","E","4.3","E"
"5203","'021","Northern America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","4.8","E","4.5","E","4.1","E","3.2","E","2.5","E","4.5","E",,,,
"5203","'021","Northern America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","17.8","E","16.9","E","15.4","E","12.3","E","9.7","E","17.3","E","17.5","E","16.7","E"
"5203","'021","Northern America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","17.8","E","16.9","E","15.4","E","12.3","E","9.7","E","17.3","E",,,,
"5204","'013","Central America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.35","E","3.38","E","3.46","E","3.55","E","3.71","E","4.15","E","4.51","E","4.69","E"
"5204","'013","Central America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.68","E",,,,,,
"5204","'013","Central America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.03","E",,,,,,
"5204","'013","Central America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.38","E",,,,,,
"5204","'013","Central America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.87","E",,,,,,
"5204","'013","Central America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.55","E",,,,,,
"5204","'013","Central America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.21","E",,,,,,
"5204","'013","Central America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","31.2","E","30.2","E","28.7","E","32.9","E","28.5","E","26.5","E","26.2","E","25.9","E"
"5204","'013","Central America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","30.7","E","29.8","E","27.9","E","31.9","E","27.6","E","26.3","E",,,,
"5204","'013","Central America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","53.5","E","52.4","E","50.2","E","58.2","E","50.8","E","47.6","E","47.5","E","47.5","E"
"5204","'013","Central America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","52.7","E","51.6","E","48.9","E","56.4","E","49.3","E","47.3","E",,,,
"348","'420","Latin America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.39","E","3.42","E","3.54","E","3.7","E","3.91","E","4.36","E","4.72","E","4.87","E"
"348","'420","Latin America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.63","E",,,,,,
"348","'420","Latin America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.97","E",,,,,,
"348","'420","Latin America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.51","E",,,,,,
"348","'420","Latin America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.84","E",,,,,,
"348","'420","Latin America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"348","'420","Latin America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"348","'420","Latin America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","27.9","E","27.2","E","26.8","E","27.8","E","28.9","E","26.2","E","26.1","E","25.7","E"
"348","'420","Latin America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","27.9","E","27.1","E","26.5","E","27.4","E","28.6","E","26.1","E",,,,
"348","'420","Latin America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","164.2","E","161.6","E","160.2","E","167.7","E","175.3","E","159.9","E","160.2","E","159.4","E"
"348","'420","Latin America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","164.1","E","160.8","E","158.7","E","165.3","E","173.4","E","159.3","E",,,,
"5205","'419","Latin America and the Caribbean","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.58","E","3.67","E","3.78","E","3.96","E","4.16","E","4.62","E","4.97","E","5.16","E"
"5205","'419","Latin America and the Caribbean","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"5205","'419","Latin America and the Caribbean","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.93","E",,,,,,
"5205","'419","Latin America and the Caribbean","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.49","E",,,,,,
"5205","'419","Latin America and the Caribbean","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1","E",,,,,,
"5205","'419","Latin America and the Caribbean","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.8","E",,,,,,
"5205","'419","Latin America and the Caribbean","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5205","'419","Latin America and the Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","29.2","E","28.5","E","28.1","E","29.3","E","30.3","E","27.8","E","27.7","E","27.4","E"
"5205","'419","Latin America and the Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","29.2","E","28.4","E","27.8","E","28.9","E","30","E","27.7","E",,,,
"5205","'419","Latin America and the Caribbean","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","184.5","E","181.5","E","180.3","E","189.4","E","197.3","E","181.9","E","182.4","E","181.9","E"
